socio_id,socio_membresia_id,tipo_pago,monto,fecha_pago,metodo_pago,numero_recibo,estado
86,96,Membresía,498.8,2025-11-20 21:47:59,Tarjeta,c973d709-7f79-432a-9732-dccd9bad8fb8,Anulado
22,86,Membresía,462.9,2025-11-20 21:47:59,Efectivo,e5fd5a28-421e-4f23-b559-569160ef6ff8,Anulado
56,60,Clase Adicional,361.49,2025-11-20 21:47:59,Tarjeta,2131791d-a45d-4c25-959b-5adbea36c918,Pendiente
42,56,Otro,32.32,2025-11-20 21:47:59,Tarjeta,7e24e637-b1d3-467c-9b56-321ffd829d5c,Anulado
64,72,Membresía,107.9,2025-11-20 21:47:59,Cheque,d614c141-9f71-49aa-b80d-8565e1b807ba,Anulado
27,72,Membresía,408.65,2025-11-20 21:47:59,Cheque,53f86ab7-d7bf-41ce-8e04-1e183b2ae901,Pagado
5,50,Clase Adicional,484.58,2025-11-20 21:47:59,Cheque,c8f82dd8-9c55-4b6f-9b17-e030b3b23e86,Pagado
83,22,Clase Adicional,219.79,2025-11-20 21:47:59,Efectivo,c22fb612-6994-45f9-aaa2-feaf67d7f5aa,Anulado
63,95,Membresía,368.24,2025-11-20 21:47:59,Transferencia,c1350b9c-fe4a-4b2f-a7fe-e21b57d7d0b5,Pagado
83,59,Membresía,392.28,2025-11-20 21:47:59,Transferencia,13ab7e4a-4aac-4276-be79-e647fe5a04cf,Pagado
45,54,Membresía,236.27,2025-11-20 21:47:59,Cheque,83f5844d-f60f-44b1-a496-559fbed93a90,Pagado
20,76,Penalización,189.0,2025-11-20 21:47:59,Cheque,90b482fa-b1ff-4832-85ed-5499e62b8fdd,Pendiente
94,47,Penalización,425.12,2025-11-20 21:47:59,Transferencia,1830941a-95b3-4342-bd2f-7399e62331d6,Anulado
68,13,Otro,22.82,2025-11-20 21:47:59,Transferencia,63349b2d-a101-41c3-a662-2aff1af29e85,Pendiente
16,81,Membresía,350.46,2025-11-20 21:47:59,Cheque,537361dc-2765-4289-aba9-179464e0a4dc,Pendiente
10,29,Otro,134.62,2025-11-20 21:47:59,Cheque,ab746731-6a76-47ea-824b-60a15b10573b,Pendiente
45,98,Penalización,53.27,2025-11-20 21:47:59,Cheque,7611460d-e1c5-4ce1-8faf-4408cb7f15ba,Pagado
72,45,Otro,361.29,2025-11-20 21:47:59,Efectivo,553c3a79-0838-4d2e-9858-e6c9340b947c,Anulado
100,39,Clase Adicional,203.29,2025-11-20 21:47:59,Cheque,942e5109-8200-4907-a7d7-295aa7fdffb9,Anulado
65,32,Penalización,119.8,2025-11-20 21:47:59,Cheque,5bb11e11-77fb-498b-9c5d-c001bee9cd5f,Anulado
80,81,Penalización,109.11,2025-11-20 21:47:59,Transferencia,a6d897f1-673e-4a93-b147-df86df8c0ec9,Anulado
14,89,Membresía,183.68,2025-11-20 21:47:59,Tarjeta,75f22595-cb27-42f8-89e8-733cdcc0af15,Pendiente
37,1,Penalización,430.26,2025-11-20 21:47:59,Cheque,ff828508-404a-44ed-bcbf-edcc3cbe4dd7,Pendiente
58,38,Clase Adicional,247.19,2025-11-20 21:47:59,Tarjeta,6a91ae4d-1eba-4b6d-b9af-5dd4f36cea4a,Anulado
41,64,Penalización,167.44,2025-11-20 21:47:59,Tarjeta,8e61dea9-135e-4d27-9534-c705bba4c314,Anulado
63,44,Otro,431.42,2025-11-20 21:47:59,Efectivo,ca7e0c10-c6bc-442b-9be6-776d5f5e3130,Pendiente
86,7,Membresía,297.86,2025-11-20 21:47:59,Transferencia,06d27339-e22b-4fcf-a8c4-407977044dc3,Pagado
54,5,Clase Adicional,273.45,2025-11-20 21:47:59,Transferencia,ee17c314-c223-40a9-8572-8b6b8d1dc6b9,Pendiente
80,82,Penalización,52.34,2025-11-20 21:47:59,Tarjeta,e442ed93-09b0-4c25-acd2-55019bcd0a5f,Anulado
26,70,Penalización,349.84,2025-11-20 21:47:59,Tarjeta,db33ce6e-6a49-4534-bb8b-aea1c3b85dee,Anulado
39,94,Otro,80.37,2025-11-20 21:47:59,Cheque,2f436b87-7133-462d-befe-d9d121e1390e,Pagado
70,46,Clase Adicional,45.6,2025-11-20 21:47:59,Cheque,fa34ddaa-ed27-4b19-9f71-0d8dab330a44,Pendiente
17,79,Otro,487.34,2025-11-20 21:47:59,Tarjeta,ad749f58-3035-41c5-96ba-c9988beb528c,Anulado
37,58,Clase Adicional,119.95,2025-11-20 21:47:59,Transferencia,c0489f98-46e9-4c49-b09e-7c82426bd011,Anulado
64,26,Membresía,203.48,2025-11-20 21:47:59,Transferencia,651cac36-44ee-4742-9d68-4871114ccc6a,Pendiente
57,91,Otro,339.89,2025-11-20 21:47:59,Cheque,59f4a2c9-4582-4d6c-ab51-800de794c991,Pagado
21,29,Membresía,271.93,2025-11-20 21:47:59,Tarjeta,7f00c6ec-ffe1-4938-a1bb-79880a3ddb8e,Anulado
8,84,Membresía,429.67,2025-11-20 21:47:59,Cheque,b2f48759-3552-401b-9415-f9d338d7350f,Pagado
75,62,Penalización,370.21,2025-11-20 21:47:59,Efectivo,0361bd26-2de3-4cb3-b591-af0c3376ae5e,Anulado
24,75,Penalización,72.9,2025-11-20 21:47:59,Cheque,3a82a75e-0c70-4dfb-9106-7dd200c6d2ba,Anulado
53,84,Membresía,238.88,2025-11-20 21:47:59,Cheque,751e781d-ec1e-4936-82d3-4f4cdd513093,Pendiente
86,68,Otro,323.09,2025-11-20 21:47:59,Tarjeta,772bfc0b-987f-4ec7-9f73-7c6c926c6684,Pagado
70,100,Clase Adicional,113.28,2025-11-20 21:47:59,Tarjeta,8163f40f-37b7-4a87-ab7a-73b0cd53934f,Anulado
76,84,Penalización,388.8,2025-11-20 21:47:59,Tarjeta,01dd6512-1fc9-41dd-82d9-486b2af54b01,Pagado
22,11,Otro,223.06,2025-11-20 21:47:59,Efectivo,70fbfbdd-4a3c-4d72-a278-1584ab4a6253,Anulado
32,92,Penalización,222.61,2025-11-20 21:47:59,Cheque,4e02b65a-577c-40ab-a9cf-6ed88a4181aa,Pendiente
72,24,Clase Adicional,451.02,2025-11-20 21:47:59,Cheque,37c5da1a-a4e3-4f1c-9e0f-8d09897dc2bb,Anulado
25,27,Penalización,101.69,2025-11-20 21:47:59,Cheque,598098bd-bf73-4aa2-86da-99ba8f4a5f79,Pagado
55,32,Membresía,149.97,2025-11-20 21:47:59,Cheque,546d0f18-8215-4d62-b925-77fb9e4e26ca,Pendiente
88,72,Otro,332.41,2025-11-20 21:47:59,Transferencia,34c40aab-ae10-4b1f-bce4-86f801464e67,Anulado
26,3,Clase Adicional,44.64,2025-11-20 21:47:59,Transferencia,2b0206ff-f024-495c-b24f-7f8c5122a4a3,Anulado
42,87,Otro,476.83,2025-11-20 21:47:59,Tarjeta,6e4feb52-a434-4d14-8f2c-ce7fa9c342dd,Pagado
4,37,Penalización,291.63,2025-11-20 21:47:59,Efectivo,2b80e8a0-3e96-4883-84b8-ac0a4d78d23e,Pagado
89,24,Penalización,245.44,2025-11-20 21:47:59,Transferencia,f86c0759-c060-4d45-bc24-7c84c7d1a77e,Pagado
57,65,Otro,15.04,2025-11-20 21:47:59,Cheque,f858d3e0-e28a-4ada-b486-64b31f33558e,Pagado
33,15,Membresía,324.17,2025-11-20 21:47:59,Cheque,6509768c-32d9-4baf-837b-83f9e35fc340,Anulado
90,93,Clase Adicional,225.07,2025-11-20 21:47:59,Transferencia,b4eb2c36-7dfd-4f7c-97e6-cd36b9cc1b9c,Pendiente
17,10,Clase Adicional,446.61,2025-11-20 21:47:59,Cheque,85795e36-085d-4827-ae57-dedc8dba9180,Pagado
42,56,Membresía,480.52,2025-11-20 21:47:59,Tarjeta,07412987-d036-49af-b6c4-b61769795ad0,Pendiente
42,80,Membresía,110.68,2025-11-20 21:47:59,Transferencia,51d71439-bfde-42b1-b767-481f3b907ab8,Pagado
63,100,Clase Adicional,161.91,2025-11-20 21:47:59,Tarjeta,f9104d6d-4e13-4ae5-acbd-0f00ca078ff2,Pendiente
33,24,Membresía,440.93,2025-11-20 21:47:59,Tarjeta,bbbb28f5-5c4a-414e-8be8-f9d0c7b34d4e,Pendiente
55,29,Clase Adicional,223.78,2025-11-20 21:47:59,Cheque,ad21c96c-f87f-4941-b0bc-a84eabd9d1b8,Pendiente
67,71,Clase Adicional,480.21,2025-11-20 21:47:59,Tarjeta,023704e0-9ebc-462b-8c6d-20911b6f6eca,Pagado
49,57,Membresía,369.77,2025-11-20 21:47:59,Transferencia,20b8aeaf-25fb-4267-8bab-d519bcbc3559,Pagado
87,24,Membresía,163.33,2025-11-20 21:47:59,Cheque,c3187823-ea62-4d42-a0a2-563bb69df5c0,Anulado
22,70,Penalización,354.4,2025-11-20 21:47:59,Transferencia,b66ea6d4-813a-47a7-87d1-5ed875248565,Pagado
18,63,Otro,440.63,2025-11-20 21:47:59,Cheque,5b1b26e6-8f40-49b2-a2ad-56e303b1ef91,Pagado
68,68,Penalización,441.41,2025-11-20 21:47:59,Cheque,3ef8bd4d-c0ef-4670-aec4-e486cce01cd7,Pendiente
74,78,Penalización,476.19,2025-11-20 21:47:59,Tarjeta,adf23d13-c42f-4bac-839d-d4d4b4333e1f,Pendiente
32,24,Penalización,120.89,2025-11-20 21:47:59,Transferencia,4389faa7-bc80-4d35-adfc-8cba83240bc5,Pagado
61,13,Membresía,492.87,2025-11-20 21:47:59,Efectivo,a6359b1a-3797-4670-8cda-8c6379bcd0cb,Anulado
77,99,Clase Adicional,476.29,2025-11-20 21:47:59,Efectivo,567216b5-c1e7-4388-8cc9-a773e5f6acdb,Pagado
29,92,Clase Adicional,480.28,2025-11-20 21:47:59,Transferencia,6ad01a30-7746-4c16-afe5-7d797858076d,Anulado
97,62,Otro,143.53,2025-11-20 21:47:59,Tarjeta,f1c28b51-dd78-4715-a747-5e4b633f88a2,Pagado
88,21,Membresía,69.53,2025-11-20 21:47:59,Cheque,0f6b5adc-ac8d-4029-a95f-3397d6bb8ec3,Pendiente
44,83,Membresía,152.88,2025-11-20 21:47:59,Tarjeta,ef8a6e89-1e5c-4cbc-8f8b-0337d72b914e,Pendiente
66,26,Otro,30.82,2025-11-20 21:47:59,Efectivo,8f1399d9-b54c-4011-949b-ef0bc27d1287,Pendiente
29,26,Clase Adicional,373.1,2025-11-20 21:47:59,Efectivo,f67ff7dc-afcd-4e49-b3f8-70632092e5bd,Anulado
7,67,Membresía,229.0,2025-11-20 21:47:59,Transferencia,7600f22d-e407-47bc-90f2-7a50d6536fd2,Pendiente
28,73,Membresía,268.31,2025-11-20 21:47:59,Cheque,a908652e-cf09-4001-bd7e-6929c013ca48,Pendiente
4,70,Clase Adicional,142.54,2025-11-20 21:47:59,Cheque,abc4dffd-67ec-4836-a1c3-c24041795ecd,Anulado
12,7,Membresía,65.44,2025-11-20 21:47:59,Tarjeta,11b6a437-a38c-48c4-8508-2320beb8b55b,Pagado
76,22,Penalización,14.93,2025-11-20 21:47:59,Tarjeta,32a0b8c1-4da5-470b-8f66-45bb186018de,Anulado
25,80,Penalización,447.29,2025-11-20 21:47:59,Transferencia,4179dc2c-abf9-40ed-8433-236badb31fa2,Pagado
4,98,Penalización,290.04,2025-11-20 21:47:59,Tarjeta,7afcd993-f85c-47a0-9e12-9ce8f8514718,Pagado
14,82,Clase Adicional,49.79,2025-11-20 21:47:59,Tarjeta,9d13aa4a-cff3-4fd6-a505-78cde9c3b6ec,Pagado
50,94,Otro,44.7,2025-11-20 21:47:59,Transferencia,492ebcf3-06ff-4f4d-8e12-7cdb691969e7,Pagado
59,90,Membresía,205.47,2025-11-20 21:47:59,Transferencia,ecb4eefa-eba8-408c-beaa-3bd7c0c63387,Pendiente
39,74,Clase Adicional,201.09,2025-11-20 21:47:59,Transferencia,1fb4a8f6-fccc-42a4-865b-06a12366b754,Pendiente
44,2,Clase Adicional,307.06,2025-11-20 21:47:59,Efectivo,d8ef5101-5dac-45d9-aae8-5266d5446ee6,Pendiente
79,43,Membresía,108.5,2025-11-20 21:47:59,Tarjeta,417ff930-0087-4655-8b08-294cc83e9e07,Pendiente
73,76,Penalización,150.95,2025-11-20 21:47:59,Cheque,75130639-f7d0-4599-91d8-b7eef5610de3,Anulado
73,73,Membresía,52.31,2025-11-20 21:47:59,Transferencia,cebfab51-389f-46eb-8cd4-dafd11d368d0,Pendiente
94,70,Membresía,315.31,2025-11-20 21:47:59,Transferencia,8e3e0764-4690-46c0-8727-07156d8570e3,Pendiente
75,15,Clase Adicional,349.07,2025-11-20 21:47:59,Cheque,63a28180-af9a-43f3-918d-aa09e034e0ac,Pendiente
16,24,Membresía,333.68,2025-11-20 21:47:59,Efectivo,b334ecb8-e433-42ca-9dd0-4500637bf715,Pagado
70,15,Penalización,431.78,2025-11-20 21:47:59,Efectivo,b800c4d1-aae4-4b56-b8a8-ac34a4dd997c,Pagado
95,3,Penalización,74.74,2025-11-20 21:47:59,Efectivo,25c9f00d-6243-470f-8f20-6bd65ab21fc8,Anulado
80,92,Penalización,326.95,2025-11-20 21:47:59,Transferencia,5c806af4-061a-4a65-b7f9-b2d0941a623c,Anulado
98,89,Membresía,435.02,2025-11-20 21:47:59,Efectivo,c90d735f-15c9-4b26-871a-3448ed311c36,Anulado
44,70,Membresía,491.18,2025-11-20 21:47:59,Transferencia,a6d8c3e7-b9e7-4db1-9a07-96e13da7d833,Pagado
91,64,Membresía,308.16,2025-11-20 21:47:59,Efectivo,8e15c9d6-52f7-4a85-b796-269f084fff4a,Anulado
74,50,Membresía,357.72,2025-11-20 21:47:59,Tarjeta,2143b490-30dd-4909-812f-4a4595c7203f,Anulado
75,50,Membresía,240.07,2025-11-20 21:47:59,Tarjeta,2bffd006-96f8-49a0-83a6-fd45a484c74a,Pendiente
80,42,Penalización,23.8,2025-11-20 21:47:59,Cheque,69cefbf0-1138-453e-91e4-7ae507fecf6b,Anulado
87,62,Otro,29.45,2025-11-20 21:47:59,Tarjeta,8ee4bae8-a381-4b6d-8f95-764c788b9289,Pagado
75,79,Penalización,454.28,2025-11-20 21:47:59,Transferencia,50c3011c-7fc1-4807-94dc-0159d1ea7216,Pendiente
76,23,Otro,190.24,2025-11-20 21:47:59,Tarjeta,69590a65-c351-45f1-a0d2-c11b4cd11637,Anulado
36,61,Penalización,277.6,2025-11-20 21:47:59,Transferencia,8e53ea0e-73e2-4268-a583-f6d54bd97ebd,Anulado
95,52,Membresía,421.79,2025-11-20 21:47:59,Cheque,0a109b5c-2017-4599-94e0-73d39f43fc26,Pendiente
61,77,Membresía,251.53,2025-11-20 21:47:59,Efectivo,bdbe73bd-d00c-4583-a119-270dfb0d4f59,Pendiente
33,54,Membresía,301.18,2025-11-20 21:47:59,Tarjeta,a08e335b-e148-48fd-a6f7-10fa87908e94,Pagado
86,52,Otro,315.01,2025-11-20 21:47:59,Cheque,d3a8ff0b-1aa7-4aaf-bbe7-33816d605039,Pendiente
10,24,Clase Adicional,276.36,2025-11-20 21:47:59,Tarjeta,de4d57e3-6b5d-4728-9be8-595fe69d2cfa,Pagado
48,13,Penalización,134.83,2025-11-20 21:47:59,Transferencia,1a90a02c-4c1d-414d-9387-85c960ddfa5d,Anulado
81,4,Penalización,233.87,2025-11-20 21:47:59,Efectivo,5290c0e3-74ff-452d-ad25-70a41cf59830,Anulado
73,74,Otro,59.35,2025-11-20 21:47:59,Transferencia,9e9de70b-5d54-4315-bf4e-86c7190d0b39,Pagado
79,57,Penalización,189.48,2025-11-20 21:47:59,Efectivo,af8ece4e-3b01-43ad-b0d7-3a6365730b7b,Pagado
89,26,Clase Adicional,275.76,2025-11-20 21:47:59,Efectivo,548c0e78-e03d-4a2f-a9ee-cc180a8bc398,Pagado
92,8,Penalización,187.41,2025-11-20 21:47:59,Transferencia,98c7fcba-f760-44d3-a689-e498e2023995,Anulado
28,1,Otro,209.83,2025-11-20 21:47:59,Tarjeta,514c1da0-4761-4857-a1c6-80421b4e6a9a,Pendiente
13,84,Membresía,164.59,2025-11-20 21:47:59,Cheque,9e2c6326-557a-48be-b450-e77e6a21fac5,Anulado
54,18,Penalización,420.37,2025-11-20 21:47:59,Tarjeta,6a5a9c2a-8612-4103-97fe-caa44dbeb799,Pagado
72,81,Membresía,393.34,2025-11-20 21:47:59,Efectivo,1c6b1118-7364-4e7f-bf84-003b87f92761,Pagado
18,89,Otro,200.54,2025-11-20 21:47:59,Cheque,7fa4b5f1-bdef-45aa-891d-6c6ffed87cfb,Pendiente
12,96,Clase Adicional,171.54,2025-11-20 21:47:59,Transferencia,9cad183a-8718-416d-93b6-a815531dc2b8,Pagado
60,53,Penalización,93.58,2025-11-20 21:47:59,Efectivo,39053202-fcf5-4386-88a4-5b65f69fb934,Pagado
71,81,Penalización,256.61,2025-11-20 21:47:59,Transferencia,051aa319-7f13-4e38-9a92-04a16eb18d74,Pendiente
29,10,Clase Adicional,284.92,2025-11-20 21:47:59,Cheque,1b7e2aea-f924-48ee-817d-5811557eb407,Pendiente
29,75,Clase Adicional,332.48,2025-11-20 21:47:59,Transferencia,5130b1e0-d61f-463c-8cd1-99408e3929c8,Pendiente
12,95,Clase Adicional,98.2,2025-11-20 21:47:59,Transferencia,d13c6f84-e124-499e-9fb0-8fb1168b8977,Pagado
38,74,Penalización,170.08,2025-11-20 21:47:59,Transferencia,4e7bef39-c549-474b-8f49-a6712827892e,Pendiente
49,73,Otro,167.93,2025-11-20 21:47:59,Tarjeta,e89f7169-db03-4ae9-9ee4-0c5266c76117,Anulado
15,77,Membresía,106.96,2025-11-20 21:47:59,Cheque,525b2f9a-c7c0-47dd-b40e-6269674c3acb,Pendiente
85,3,Otro,240.72,2025-11-20 21:47:59,Tarjeta,846986bf-122f-4d3d-a9c9-b8920aaac164,Anulado
41,91,Clase Adicional,353.22,2025-11-20 21:47:59,Efectivo,1c2cbfca-8748-4c7d-ba44-b726cd44a8f0,Pagado
51,47,Clase Adicional,475.52,2025-11-20 21:47:59,Transferencia,f67ffa18-2438-4086-8b65-977032a4df0f,Pagado
89,62,Otro,40.46,2025-11-20 21:47:59,Cheque,9c7eba68-77f8-4372-bdcd-5899ed02bd37,Anulado
16,45,Penalización,246.4,2025-11-20 21:47:59,Transferencia,64c32f05-0ff6-456c-a003-ce602f5da545,Pendiente
63,47,Otro,289.33,2025-11-20 21:47:59,Transferencia,d928deea-0358-43bd-accd-6c8d3ef96066,Anulado
3,24,Otro,433.45,2025-11-20 21:47:59,Transferencia,ca8e7d3f-d318-4e0e-b892-8f7351ea0c9a,Pendiente
40,64,Clase Adicional,147.17,2025-11-20 21:47:59,Cheque,a2736f37-2248-4597-a36d-bb56aac29c4a,Pendiente
86,51,Otro,485.86,2025-11-20 21:47:59,Cheque,8ef7fe87-65cc-417d-9fbe-13253eb09e3c,Anulado
7,14,Clase Adicional,35.85,2025-11-20 21:47:59,Efectivo,f3010364-6e02-44d7-9c12-9a4cef3afa78,Pagado
10,66,Penalización,169.87,2025-11-20 21:47:59,Tarjeta,f6ae5b0c-fa19-4966-9596-0286778d5405,Pagado
5,23,Clase Adicional,263.72,2025-11-20 21:47:59,Efectivo,e4eadad3-7dfc-4bc6-9462-0ec70c715c99,Pendiente
72,76,Membresía,193.35,2025-11-20 21:47:59,Cheque,87d3ccf2-9487-4c75-a64b-a67fbdf80556,Pagado
8,62,Otro,232.46,2025-11-20 21:47:59,Tarjeta,18311111-4dc8-4a3b-966b-17acff40a171,Pendiente
75,84,Penalización,123.99,2025-11-20 21:47:59,Efectivo,350beda3-0cea-43bd-bf92-1699ebe6dbbc,Pendiente
65,6,Penalización,22.67,2025-11-20 21:47:59,Efectivo,8aba4980-442b-41d6-8f39-3ac71fbeb548,Pagado
72,53,Membresía,59.29,2025-11-20 21:47:59,Transferencia,1bf959b2-4c8a-40f1-abe3-16b0384ec80d,Pendiente
5,3,Clase Adicional,88.83,2025-11-20 21:47:59,Tarjeta,bf85f2b1-53cb-472e-81c7-3f1722fc52a4,Pagado
93,22,Penalización,411.58,2025-11-20 21:47:59,Cheque,ce1918ca-0c5f-4633-a137-eb77b4f36bd6,Pagado
35,1,Membresía,148.91,2025-11-20 21:47:59,Cheque,9fd0dfff-3aef-4c2f-921c-5533bc292071,Pagado
38,47,Membresía,63.09,2025-11-20 21:47:59,Transferencia,7dbaf83d-5ee6-4146-87a0-02feddcb2248,Pagado
40,32,Otro,385.69,2025-11-20 21:47:59,Tarjeta,12291d98-da94-4c9b-8626-ac598bcaa11c,Anulado
36,49,Penalización,290.57,2025-11-20 21:47:59,Transferencia,e529d29a-5abe-43d8-9e65-3f1f20cde19e,Anulado
58,44,Membresía,392.71,2025-11-20 21:47:59,Cheque,3f2bae8d-38db-4dc6-a632-a1146ce2a48f,Anulado
13,32,Penalización,135.67,2025-11-20 21:47:59,Transferencia,d22c5b2f-de48-4c9e-888c-c11ff0cd2dac,Pendiente
99,18,Penalización,374.31,2025-11-20 21:47:59,Tarjeta,1ec1cafe-33df-4e1c-b41a-ea83e5d51201,Anulado
19,66,Penalización,98.92,2025-11-20 21:47:59,Transferencia,13e7dbd8-fc9e-4ff3-8208-7385c31d52ae,Pendiente
48,61,Membresía,383.48,2025-11-20 21:47:59,Transferencia,b210b689-985e-44ae-9e44-8c5c9dfa87d8,Anulado
94,93,Membresía,365.56,2025-11-20 21:47:59,Efectivo,e92e1bce-3b7f-4082-be44-36d2b2bad78d,Pagado
98,34,Clase Adicional,384.69,2025-11-20 21:47:59,Efectivo,bbfd9759-bae8-4777-b3de-89574537cc98,Anulado
12,35,Otro,193.92,2025-11-20 21:47:59,Tarjeta,586b6c0b-6b2e-4fa8-a63a-09854ff04a7f,Pendiente
81,95,Clase Adicional,348.05,2025-11-20 21:47:59,Transferencia,503cf45b-82b5-476f-868c-0a639e2ef2e3,Pendiente
75,72,Otro,469.76,2025-11-20 21:47:59,Transferencia,b8441b6d-5107-4b32-ae59-a56c0f7e8f45,Anulado
67,62,Otro,361.72,2025-11-20 21:47:59,Efectivo,66c003d5-31c3-4c29-8b2c-b1dc5b68bb78,Anulado
59,18,Membresía,125.58,2025-11-20 21:47:59,Efectivo,809499ff-949b-42e7-a825-93ee8f1f52f3,Anulado
9,87,Penalización,289.99,2025-11-20 21:47:59,Cheque,a26840f8-ae1e-4faf-b53b-f8e070e33736,Pendiente
78,49,Membresía,204.58,2025-11-20 21:47:59,Cheque,74f315a4-8e4b-495d-9c26-84c41401d67c,Anulado
56,81,Membresía,142.38,2025-11-20 21:47:59,Tarjeta,9088ff59-7935-4008-a5d3-c576b5a05771,Anulado
82,53,Penalización,263.77,2025-11-20 21:47:59,Cheque,7d153dd5-e8d6-4120-bd6e-9590e0c3db3b,Anulado
77,26,Membresía,413.97,2025-11-20 21:47:59,Transferencia,d0891b7e-8d52-4979-9ba8-d2e018d3d3fe,Pagado
42,26,Otro,17.09,2025-11-20 21:47:59,Cheque,30984c40-24ee-40e1-9861-3c0f25136c50,Anulado
44,89,Clase Adicional,320.22,2025-11-20 21:47:59,Transferencia,e3ce89fd-2c04-4bf0-bb07-f84f7e079080,Pagado
